部厚坷,肉,鱼,米,卵,饮用水,23,18,4.5,22,22,18,28,240,5,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100261,1,0,,500,500,,500,500,,500,500,,500,500,,500,500,,6,0,0,5,80,0,,,,,,,,
部部厚,肉,鱼,米,卵,饮用水,24,16,4.5,21,22,18,25,210,5,0,0,30,70,0,0,0,0,0,20,1,90,,,,,,0,0,1,5,100262,1,0,,500,500,,500,500,,500,500,,500,500,,500,500,,6,0,0,5,80,0,,,,,,,,
漩涡,石,皮,线,肉,鱼,25,26,4.5,30,45,18,28,250,-1,0,100,0,0,0,0,0,0,0,0,1,2,543,311,,,,1,1,1,4,101531,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,,-1,0,0,0,0,,,,,,,,
 汉鞅夥缒,肉,鱼,串,盐,油,26,27,4.5,31,40,48,17,300,-5,0,0,70,30,0,0,0,0,0,0,1,2,,,,,,2,1,1,6,101568,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,,-1,0,0,0,0,,,,,,,,
 汉髋浞缃,肉,鱼,串,盐,油,27,28,4.5,32,39,41,21,150,11,70,30,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,101569,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,,-1,0,0,0,0,,,,,,,,
籍扁 泪荐何,石,木,肉,鱼,米,28,35,7,50,20,50,50,250,-1,100,0,0,0,0,0,0,0,0,0,1,2,12,152,613,580,501,1,1,1,4,101530,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,8,-1,0,0,0,0,,,,,,,,
备归龋,肉,鱼,串,米,,29,30,4.5,40,43,19,28,300,-5,0,100,0,0,1,1,1,1,1,1,1,2,61,51,311,,,2,1,1,7,102043,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28,0,0,5,80,0,,,,,,,,
没锋23,皮,骨,爪,牙,,30,30,4.5,23,37,12,50,300,-5,0,0,30,70,1,1,1,1,1,1,1,2,506,323,80,,,2,1,1,6,100909,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28,0,0,5,80,0,,,,,,,,
仟仟,肉,鱼,米,卵,饮用水,31,13,4.5,17,20,10,32,150,11,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100263,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,7,0,0,5,80,0,,,,,,,,
快仟,肉,鱼,米,卵,饮用水,32,15,4.5,18,21,7,33,150,11,0,0,60,40,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100264,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,7,0,0,5,80,0,,,,,,,,
捧捧,肉,鱼,米,卵,饮用水,33,17,4.5,23,19,11,26,150,11,30,70,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100265,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,7,0,0,5,80,0,,,,,,,,
坷捧捧,肉,鱼,米,卵,饮用水,34,20,4.5,17,18,15,29,100,11,60,0,0,40,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100266,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,7,0,0,5,80,0,,,,,,,,
涅捞乔柯,砂糖,豆,蜥蜴,,,35,29,4.5,25,45,36,26,150,11,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101612,1,1,,700,700,,700,700,,700,700,,,,,,,,28,-1,0,0,0,0,,,,,,,,
酒捻乔柯,砂糖,豆,蜥蜴,,,36,29,4.5,38,44,27,29,150,11,0,90,10,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101613,1,1,,700,700,,700,700,,700,700,,,,,,,,28,-1,0,0,0,0,,,,,,,,
荤扼乔柯,砂糖,豆,蜥蜴,,,37,29,4.5,27,51,28,29,150,11,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101614,1,1,,700,700,,700,700,,700,700,,,,,,,,28,-1,0,0,0,0,,,,,,,,
困叼乔柯,砂糖,豆,蜥蜴,,,38,29,4.5,25,45,27,42,150,11,0,0,10,90,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101615,1,1,,700,700,,700,700,,700,700,,,,,,,,28,-1,0,0,0,0,,,,,,,,
林累123,肉,鱼,串,米,,39,30,4.5,20,55,11,32,300,-5,0,0,100,0,1,1,1,1,1,1,1,2,90,317,500,,,2,1,1,7,100370,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28,1,0,5,80,0,,,,,,,,
旋舞,肉,鱼,串,米,,40,30,4.5,26,29,50,18,300,-5,100,0,0,0,1,1,1,1,1,1,1,2,305,110,580,,,2,1,1,6,100274,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28,-1,0,0,0,0,,,,,,,,
海沸,木,皮,骨,线,牙,41,24,4.5,30,12,30,15,210,7,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,0,5,100267,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,10,0,0,5,80,0,,,,,,,,
海肺肺农,木,皮,骨,线,牙,42,19,4.5,29,14,32,13,210,7,70,30,0,0,60,0,0,-20,0,0,1,2,60,,,,,0,0,0,5,100268,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,10,0,0,5,80,0,,,,,,,,
海肺焊农,木,皮,骨,线,牙,43,23,4.5,30,13,31,14,210,7,30,70,0,0,0,0,0,30,0,0,1,2,80,,,,,0,0,0,5,100269,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,10,0,0,5,80,0,,,,,,,,
海肺器府,木,皮,骨,线,牙,44,22,4.5,29,16,30,15,240,5,0,30,70,0,0,0,0,0,0,30,1,2,90,,,,,0,0,0,5,100270,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,10,0,0,5,80,0,,,,,,,,
蝴狼 倒,,,,,,45,150,2,150,0,50,0,100,0,0,0,0,0,1000,1000,1000,1000,1000,1000,,0,318,316,315,317,,0,0,0,4,100470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,0,0,0,0,,,,,,,,
厩饿茄 档利1,,,,,,46,30,5,48,33,33,6,100,0,30,0,0,70,0,0,0,0,-50,0,1,3,30,,,,,0,12,10,7,100431,0,0,,,,,,,,,,,,,,,,,-1,-1,0,0,0,0,,,,,,,,
厩饿茄 档利2,,,,,,47,30,5,33,48,33,6,100,0,0,70,30,0,0,0,-50,0,0,0,1,3,,,,,,0,12,10,7,100439,0,0,,,,,,,,,,,,,,,,,-1,-1,0,0,0,0,,,,,,,,
厩饿茄 档利3,,,,,,48,30,5,33,33,48,6,100,0,0,0,70,30,0,0,0,0,0,-50,1,40,,,,,,0,12,10,7,100436,0,0,,,,,,,,,,,,,,,,,-1,-1,0,0,0,0,,,,,,,,
哥达,,,,,,49,20,5,20,30,20,30,100,0,0,0,40,60,70,70,70,70,70,70,1,2,60,100,80,90,110,0,5,5,7,100431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,0,0,0,0,,,,,,,,
库克,,,,,,50,200,8,60,60,60,60,100,0,100,0,0,0,50,50,50,50,50,50,1,305,501,506,306,61,304,2,1,1,7,101344,0,0,,,,,,,,,,,,,,,,,-1,-1,0,0,0,0,,,,,,,,
畴合捞,肉,鱼,串,盐,油,51,14,4.5,20,18,34,9,180,9,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,0,0,0,6,100271,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,11,0,0,5,80,0,,,,,,,,
合捞,肉,鱼,串,盐,油,52,14,4.5,19,19,35,8,180,9,60,0,0,40,0,0,0,0,0,0,1,2,,,,,,0,0,0,6,100272,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,11,0,0,5,80,0,,,,,,,,
兵合捞,肉,鱼,串,盐,油,53,12,4.5,20,21,33,10,180,9,0,0,80,20,0,0,0,0,0,0,1,2,10,,,,,0,0,0,6,100273,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,11,0,0,5,80,0,,,,,,,,
倒合捞,肉,鱼,串,盐,石,54,20,4.5,21,19,41,4,210,7,90,0,0,10,0,0,-20,65,0,0,1,2,80,,,,,0,0,0,5,100274,1,0,,600,600,,600,600,,600,600,,600,600,,1200,1200,,11,0,0,5,80,0,,,,,,,,
巴罗多,青蛙,牙,蜥蜴,,,55,29,4.5,30,39,27,27,150,11,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101617,1,1,,700,700,,700,700,,700,700,,,,,,,,28,-1,0,0,0,0,,,,,,,,
巴罗特,青蛙,牙,蜥蜴,,,56,29,4.5,24,42,18,39,150,11,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101618,1,1,,700,700,,700,700,,700,700,,,,,,,,28,-1,0,0,0,0,,,,,,,,
福恩奇邑,,,,,,57,250,8,60,60,60,60,100,0,0,100,0,0,50,50,50,50,50,50,1,312,310,501,311,574,210,2,1,1,7,101350,0,0,,,,,,,,,,,,,,,,,-1,-1,0,0,0,0,,,,,,,,
斯洛伐特,,,,,,58,300,8,60,60,60,60,100,0,0,0,100,0,50,50,50,50,50,50,1,580,318,501,316,317,210,2,1,1,7,101341,0,0,,,,,,,,,,,,,,,,,-1,-1,0,0,0,0,,,,,,,,
飘扼肺,石,米,鱼,,,59,425,6,28,42,25,23,350,0,0,100,0,0,0,0,0,0,0,0,1,210,13,613,31,41,152,0,5,0,7,101543,0,1,,200,200,,200,200,,200,200,,,,,,,,,-1,0,0,0,0,,,,,,,,
柯尔特,,,,,,60,350,8,60,60,60,60,100,0,0,0,0,100,50,50,50,50,50,50,1,501,13,324,616,507,41,2,1,1,7,101333,0,0,,,,,,,,,,,,,,,,,-1,-1,0,0,0,0,,,,,,,,
酒绊酒,鱼,串,米,饮用水,碳火,61,20,4.5,23,22,21,18,180,9,0,30,70,0,0,0,0,0,20,0,100,30,,,,,,0,0,3,6,100275,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2,0,0,5,80,0,,,,,,,,
匙绊胶,鱼,串,米,饮用水,碳火,62,18,4.5,24,20,20,17,180,9,40,60,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,6,100276,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2,0,0,5,80,0,,,,,,,,
鸥肺帮,鱼,串,米,饮用水,碳火,63,17,4.5,23,21,23,17,180,9,70,0,0,30,0,0,0,0,0,0,1,2,,,,,,0,0,3,6,100277,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2,0,0,5,80,0,,,,,,,,
促绊胶,鱼,串,米,饮用水,碳火,64,18,4.5,24,22,21,18,210,7,0,80,20,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100278,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2,0,0,5,80,0,,,,,,,,
焊农帮,鱼,串,米,饮用水,碳火,65,19,4.5,21,22,19,23,210,7,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100393,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2,0,0,5,80,0,,,,,,,,
艾斯克巴,,,,,,66,400,8,60,60,60,60,100,0,0,0,0,0,50,50,50,50,50,50,1,306,501,13,52,616,613,2,1,1,7,101323,0,0,,,,,,,,,,,,,,,,,-1,-1,0,0,0,0,,,,,,,,
马塔洛夫,,,,,,67,450,8,60,60,60,60,100,0,0,0,0,0,50,50,50,50,50,50,1,312,13,501,616,52,543,2,1,1,7,101306,0,0,,,,,,,,,,,,,,,,,-1,-1,0,0,0,0,,,,,,,,
路普勒斯,,,,,,68,500,8,60,60,60,60,100,0,0,0,0,0,50,50,50,50,50,50,1,312,318,324,325,306,580,2,1,1,7,101313,0,0,,,,,,,,,,,,,,,,,-1,-1,0,0,0,0,,,,,,,,
焊捻,木,皮,骨,线,牙,69,125,6,31,37,30,18,250,-1,0,0,60,40,0,0,0,0,0,0,1,11,52,582,613,152,549,1,1,1,6,101562,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,,0,0,5,80,0,,,,,,,,
陵农,石,木,肉,鱼,米,70,175,6,29,44,24,28,250,-1,0,0,90,10,0,0,0,0,0,0,1,504,507,610,12,210,551,1,1,1,5,101550,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,,0,0,5,80,0,,,,,,,,
扼绊绊,石,线,骨,肉,米,71,23,4.5,21,26,20,25,240,5,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100279,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15,0,0,5,80,0,,,,,,,,
饶官官,石,线,骨,肉,米,72,24,4.5,22,24,19,27,240,5,0,0,60,40,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100280,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15,0,0,5,80,0,,,,,,,,
配风风,石,线,骨,肉,米,73,19,4.5,23,24,23,25,270,3,60,0,0,40,0,0,0,0,0,0,1,2,40,,,,,0,0,3,4,100281,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15,0,0,5,80,0,,,,,,,,
风聪,石,线,骨,肉,米,74,22,4.5,23,23,25,22,240,5,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100282,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15,0,0,5,80,0,,,,,,,,
龋仟风,石,木,皮,线,牙,75,22,4.5,27,42,20,33,150,11,0,0,60,40,0,0,0,0,0,0,1,10,52,41,152,543,31,0,1,1,6,101564,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,,-1,0,0,0,0,,,,,,,,
飘捣,石,皮,线,肉,鱼,76,27,4.5,28,41,25,28,250,-1,20,80,0,0,0,0,0,0,0,0,1,210,551,613,152,31,606,1,1,1,4,101554,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,,-1,0,0,0,0,,,,,,,,
官啊风,石,木,皮,骨,牙,77,23,4.5,29,32,22,23,150,11,0,100,0,0,0,0,0,0,0,0,1,31,507,41,120,504,10,0,1,1,5,101532,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,,0,0,5,80,0,,,,,,,,
畴胶农,肉,鱼,串,米,,78,27,4.5,27,40,20,33,150,11,0,80,20,0,0,0,0,0,0,0,1,615,52,548,41,152,575,0,1,1,5,101541,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,,0,0,5,80,0,,,,,,,,
哥达喽?,,,,,79,20,5,20,30,20,30,100,0,0,0,40,60,70,70,70,70,70,70,1,2,60,100,80,90,110,0,5,5,7,100431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,,-1,0,0,0,0,,,,,,,,
畴酒捣,肉,鱼,串,米,,80,26,4.5,27,47,23,34,250,-1,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,5,101619,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,15,0,0,5,80,0,,,,,,,,
墨鸥福墨胶,石,木,皮,骨,线,81,22,4.5,25,23,40,6,240,5,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100283,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27,0,0,5,80,0,,,,,,,,
捻墨胶,石,木,皮,骨,线,82,22,4.5,25,21,39,5,240,5,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100284,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27,0,0,5,80,0,,,,,,,,
内肺墨胶,石,木,皮,骨,线,83,17,4.5,26,24,37,7,240,5,0,40,60,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100285,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27,0,0,5,80,0,,,,,,,,
肺扁救,石,木,皮,骨,线,84,23,4.5,25,21,38,6,240,5,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100286,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27,0,0,5,80,0,,,,,,,,
伐啊胶,石,木,皮,骨,线,85,20,4.5,19,26,43,9,300,-1,50,0,0,50,0,0,0,30,0,0,1,2,,,,,,1,1,0,5,100389,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27,0,0,5,80,0,,,,,,,,
酒捞墨胶,石,木,皮,骨,线,86,22,4.5,27,19,37,6,210,7,50,50,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100390,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27,0,0,5,80,0,,,,,,,,
捻鸥胶,石,木,皮,骨,线,87,22,4.5,28,24,31,6,210,7,0,60,40,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100391,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27,0,0,5,80,0,,,,,,,,
墨福扁救,石,木,皮,骨,线,88,20,4.5,25,20,36,12,240,5,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100392,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27,0,0,5,80,0,,,,,,,,
农配捣,肉,鱼,串,米,,89,26,4.5,23,44,27,38,150,11,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,101620,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,15,-1,0,0,0,0,,,,,,,,
毕可斯,木,牙,叶,骨,黏土,90,27,4.5,29,40,22,30,200,11,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,6,101621,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,25,-1,0,0,0,0,,,,,,,,
府厚畴,木,皮,线,肉,米,91,23,4.5,25,34,17,15,300,1,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100287,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16,0,0,5,80,0,,,,,,,2101,80
踞扁肺,木,皮,线,肉,米,92,29,4.5,27,36,16,20,270,3,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100288,1,1,,300,300,,300,300,,300,300,,300,300,,,,,16,0,0,5,80,0,,,,,,,2100,80
技锄寸茄 踞扁肺,木,皮,线,肉,米,1302,28,5.5,130,45,35,30,270,3,0,30,70,0,0,0,0,0,0,0,1,503,52,90,,,,0,5,0,4,100288,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16,-1,0,0,0,0,,,,,,,,
馆焊肺,木,皮,线,肉,米,93,27,4.5,25,37,15,21,270,3,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100289,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16,0,0,5,80,0,,,,,,,2102,80
馆扁畴,木,皮,线,肉,米,94,26,4.5,24,38,16,20,270,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100290,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16,0,0,5,80,0,,,,,,,2103,80
技锄寸茄 馆扁畴,木,皮,线,肉,米,1303,26,5.5,120,50,34,29,270,3,0,0,100,0,0,0,0,0,0,0,1,2,52,501,,,,0,5,0,4,100290,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16,-1,0,0,0,0,,,,,,,,
何福捣,木,皮,线,肉,米,95,25,4.5,25,35,14,24,270,3,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100394,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16,0,0,5,80,0,,,,,,,2104,80
橇肺捣,肉,鱼,串,米,,756,28,4.5,31,36,17,22,240,5,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,0,3,3,5,100851,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,1,0,0,5,80,0,,,,,,,2105,80
毕卡斯,木,牙,叶,骨,黏土,96,27,4.5,27,42,20,32,200,11,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,1,1,1,6,101622,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,15,-1,0,0,0,0,,,,,,,,
 ?治诹,石,木,皮,骨,线,97,10,4.5,20,12,15,25,150,11,80,20,0,0,0,0,0,0,0,0,1,,,,,,,0,1,1,6,100250,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1,-1,0,0,0,0,,,,,,,,
卡恩米兹,木,牙,叶,骨,黏土,98,26,4.5,50,50,50,50,200,11,0,70,30,0,90,90,90,90,90,90,1,2,321,315,305,317,325,1,1,1,6,101285,0,0,,0,500,,0,500,,0,500,,0,500,,0,500,,28,-1,0,0,0,0,,,,,,,,
扼绊绊,石,线,骨,肉,米,99,23,4.5,22,26,20,26,240,5,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100279,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,-1,0,0,5,80,0,,,,,,,,
坷啊肺胶,石,皮,线,肉,鱼,100,25,4.5,26,29,28,20,300,1,60,40,0,0,0,0,0,0,0,0,1,2,40,80,,,,0,5,5,4,100371,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19,0,0,5,80,0,,,,,,,,
捻傅,石,木,皮,线,牙,101,19,4.5,19,18,20,22,100,11,60,40,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100291,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3,0,0,5,80,0,,,,,,,,
捻捻福,石,木,皮,线,牙,102,20,4.5,20,18,17,24,100,11,0,70,30,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100292,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3,0,0,5,80,0,,,,,,,,
器傅,石,木,皮,线,牙,103,18,4.5,18,20,18,24,180,9,0,40,60,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100293,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3,0,0,5,80,0,,,,,,,,
府胶虐,石,木,皮,线,牙,104,17,4.5,19,16,19,23,150,11,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100294,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3,0,0,5,80,0,,,,,,,,
